0.074306405,0.062415068,0.208042578,0.430389817,0.293228626,0.470031751,0.620576003,0.512493075,0.445466667,0.163066401
0.082814908,0.045726689,0.170668244,0.587794068,0.558601274,0.468649386,0.623755791,0.507944223,0.070676667,0.41267917
0.478240705,0.53057937,0.626818451,0.027616775,0.027263298,0.556214797,0.468201249,0.416540482,0.855111111,0.516926089
0.05921214,0.037338035,0.117445299,0.683714058,0.580678619,0.469557767,0.570629941,0.515218705,0.1161,0.233581722
0.214774465,0.12060324,0.360674157,0.345152858,0.271003112,0.437870031,0.632050286,0.590373399,0.051644444,0.718581674
0.143502373,0.082494871,0.285984624,0.260143198,0.198103423,0.49246368,0.657723281,0.55920053,0.040144444,0.47911339
0.13326513,0.06769781,0.322856298,0.272530969,0.22403319,0.451518201,0.648789776,0.561202626,0.053244444,0.440651261
0.068222623,0.053667964,0.180603193,0.466530288,0.321677286,0.4719032,0.617848416,0.526163999,0.009022222,0.477163072
0.278723891,0.181434344,0.654257836,0.073644732,0.057341828,0.550033741,0.731148691,0.64570804,0.053933333,0.499603867
0.12876398,0.059283803,0.188438794,0.368905557,0.28300489,0.467180684,0.658930786,0.516437383,0.0875,0.204274352
0.177309041,0.116663416,0.411531638,0.266393908,0.186397985,0.410401984,0.682975122,0.595381102,0.11016,0.65107316
0.044173953,0.064201075,0.147013601,0.585407433,0.434138391,0.467540842,0.570495228,0.489861585,0.127344444,0.326871253
0.125339238,0.088578761,0.326079243,0.236617797,0.17958216,0.425412193,0.545758208,0.496644033,0.004246667,0.358041946
0.087598877,0.048620808,0.163867534,0.518808956,0.356941769,0.426732902,0.543243741,0.512551144,0.465877778,0.081126345
0.170280712,0.12912802,0.370520402,0.516876918,0.364646614,0.457061406,0.522545128,0.608499848,0.092133333,0.751166549
0.076359795,0.087596243,0.202395033,0.334810774,0.257371462,0.460762877,0.6217907,0.567892267,0.533737778,0.430614407
0.09666938,0.068984952,0.297072738,0.310717127,0.235294118,0.438598962,0.548692775,0.563117878,0.002822222,0.384747543
0.127338065,0.062534811,0.24668835,0.371860439,0.28404208,0.49158724,0.640492299,0.500580564,0.430077778,0.150200373
0.126632686,0.073277375,0.378592549,0.26139334,0.222403319,0.490909512,0.641792595,0.561743657,0.096511111,0.363156472
0.122633213,0.060988681,0.206002365,0.338220252,0.25366721,0.456812654,0.647261801,0.565950573,0.036122222,0.446152209
0.264809097,0.280369917,0.563897102,0.073758382,0.063268632,0.388329632,0.708789495,0.689349745,0.184688889,0.574840818
0.247853019,0.085141313,0.419101124,0.254347085,0.245814195,0.386321515,0.683389785,0.484996722,0.022277778,0.609515609
0.2614371,0.069708872,0.322797161,0.226275713,0.159579197,0.387645999,0.730394965,0.572555702,0.022655556,0.547779146
0.048803932,0.035284068,0.116853933,0.707807705,0.576529856,0.464775627,0.604680048,0.528468367,0.477813333,0.131270353
0.251459638,0.108958507,0.278976937,0.343675418,0.267150689,0.425594547,0.698940539,0.504350146,0.049183333,0.690342528
0.312387179,0.113641363,0.468716736,0.134560746,0.100755668,0.39761496,0.738980637,0.481785798,0.0368,0.591768526
0.069558509,0.075206918,0.205854524,0.406750767,0.301674322,0.465521497,0.62291208,0.558959698,0.861532222,0.208385396
0.067970421,0.073745427,0.217859255,0.471644505,0.327604089,0.452087912,0.614743352,0.503455774,0.298677778,0.12640872
0.058446741,0.038975435,0.079302188,0.630526196,0.497999704,0.472262971,0.557644172,0.512344532,0.294808889,0.372070477
0.092348288,0.074999805,0.18379657,0.401750199,0.293524967,0.472609579,0.553359492,0.570876876,0.0169,0.218828903
0.140043378,0.101293773,0.407480781,0.205705194,0.167432212,0.474308837,0.650404402,0.486617997,0.249677778,0.283885357
0.252015272,0.104479254,0.438143111,0.304352767,0.260483035,0.453361968,0.70184862,0.47129469,0.004052222,0.749592537
0.092869365,0.062259051,0.26741573,0.356404137,0.260631205,0.458515687,0.602708818,0.564806037,0.106555556,0.310410894
